,index,price,color,likes,brand,Percentage discount,Rate,Fit,in sale,category,sex,color_encoded,brand_encoded,fabric types,Fit_encoded,category_encoded,sex_encoded,fabric types_encoded
2950,12962,145.0,blue,958.0,asos design,0,0.0,"regular, tapered fit",0,jeans,men,2,5,fabric,16,3,0,13
2951,12965,170.0,blue,491.0,asos design,0,0.0,slim fit,0,jeans,men,2,5,fabric,23,3,0,13
2952,12969,170.0,blue,397.0,asos design,0,3.8,"slim, tapered fit",0,jeans,men,2,5,fabric,25,3,0,13
2953,12971,195.0,brown,2000.0,collusion,0,0.0,relaxed fit,0,jeans,men,3,8,denim,17,3,0,1
2954,12973,225.0,multi,331.0,asos design,0,0.0,five pockets,0,jeans,men,10,5,fabric,8,3,0,13
2955,12974,225.0,black,290.0,asos design,0,5.0,skinny fit,0,jeans,men,1,5,stretch,21,3,0,8
2956,12980,280.0,black,505.0,weekday,0,0.0,baggy fit,0,jeans,men,1,28,fabric,0,3,0,13
2957,12984,95.0,black,311.0,new look,0,3.8,super-skinny fit,0,jeans,men,1,15,stretch,27,3,0,8
2958,12985,95.0,black,184.0,new look,0,3.6,"regular, tapered fit",0,jeans,men,1,15,fabric,16,3,0,13
2959,12986,170.0,grey,323.0,asos design,0,3.9,slim fit,0,jeans,men,7,5,stretch,23,3,0,8
2960,12990,195.0,grey,379.0,collusion,0,0.0,baggy fit,0,jeans,men,7,8,fabric,0,3,0,13
2961,12998,145.0,black,264.0,new look,0,0.0,"regular, tapered fit",0,jeans,men,1,15,fabric,16,3,0,13
2962,12999,145.0,black,555.0,asos design,0,0.0,functional pockets,0,jeans,men,1,5,fabric,10,3,0,13
2963,13003,170.0,black,137.0,asos design,0,0.0,super-skinny fit,0,jeans,men,1,5,fabric,27,3,0,13
2964,13006,255.0,multi,236.0,asos design,0,0.0,regular fit,0,jeans,men,10,5,fabric,14,3,0,13
2965,13011,225.0,black,69.0,asos design,0,0.0,straight fit,0,jeans,men,1,5,fabric,26,3,0,13
2966,13021,160.0,blue,120.0,collusion,0,4.4,baggy fit,0,jeans,men,2,8,fabric,0,3,0,13
2967,13027,145.0,black,333.0,new look,0,0.0,"regular, tapered fit",0,jeans,men,1,15,stretch,16,3,0,8
2968,13032,170.0,black,215.0,asos design,0,0.0,skinny fit,0,jeans,men,1,5,fabric,21,3,0,13
2969,13035,170.0,black,206.0,asos design,0,4.3,functional pockets,0,jeans,men,1,5,stretch,10,3,0,8
2970,13037,475.0,black,299.0,carhartt wip,0,5.0,"relaxed, tapered fit",0,jeans,men,1,7,fabric,19,3,0,13
2971,13039,145.0,black,770.0,asos design,0,0.0,straight fit,0,jeans,men,1,5,fabric,26,3,0,13
2972,13042,225.0,black,2000.0,asos design,0,4.0,skinny fit,0,jeans,men,1,5,fabric,21,3,0,13
2973,13043,280.0,mid blue,310.0,weekday,0,0.0,straight fit,0,jeans,men,9,28,fabric,26,3,0,13
2974,13051,185.0,cream,143.0,collusion,0,0.0,baggy fit,0,jeans,men,4,8,fabric,0,3,0,13
2975,13056,170.0,blue,53.0,asos design,0,0.0,baggy fit,0,jeans,men,2,5,fabric,0,3,0,13
2976,13061,255.0,black,539.0,asos design,0,4.3,true to size ,0,jeans,men,1,5,fabric,29,3,0,13
2977,13064,170.0,blue,75.0,river island,0,0.0,skinny fit,0,jeans,men,2,21,stretch,21,3,0,8
2978,13072,95.0,blue,319.0,new look,0,3.9,"regular, tapered fit",0,jeans,men,2,15,stretch,16,3,0,8
2979,13073,76.1,blue,139.0,new look,19,4.3,slim fit,1,jeans,men,2,15,denim,23,3,0,1
2980,13076,180.0,black,144.0,topman,0,3.5,slim fit,0,jeans,men,1,23,fabric,23,3,0,13
2981,13084,195.0,blue,952.0,asos design,0,0.0,five pockets,0,jeans,men,2,5,fabric,8,3,0,13
2982,13087,280.0,black,2000.0,asos design,0,4.5,functional pockets,0,jeans,men,1,5,fabric,10,3,0,13
2983,13091,195.0,green,443.0,asos design,0,0.0,five pockets,0,jeans,men,6,5,fabric,8,3,0,13
2984,13092,225.0,black,193.0,asos design,0,0.0,flared slim fit,0,jeans,men,1,5,fabric,9,3,0,13
2985,13093,310.0,black,493.0,weekday,0,0.0,relaxed fit,0,jeans,men,1,28,fabric,17,3,0,13
2986,13098,160.0,mid blue,95.0,collusion,0,0.0,baggy fit,0,jeans,men,9,8,fabric,0,3,0,13
2987,13101,205.0,black,66.0,hollister,0,0.0,super-skinny fit,0,jeans,men,1,10,stretch,27,3,0,8
2988,13102,165.0,blue,115.0,collusion,0,0.0,relaxed fit,0,jeans,men,2,8,denim,17,3,0,1
2989,13108,170.0,black,232.0,the north face,0,0.0,regular fit,0,t-shirts & vests,men,1,22,fabric,14,4,0,13
2990,13121,105.0,black,1000.0,adidas,0,0.0,regular fit,0,t-shirts & vests,men,1,1,jersey,14,4,0,5
2991,13135,140.0,white,1000.0,topman,0,0.0,oversized fit,0,t-shirts & vests,men,17,23,fabric,12,4,0,13
2992,13139,210.0,multi,1000.0,topman,0,0.0,regular fit,0,t-shirts & vests,men,10,23,fabric,14,4,0,13
2993,13148,40.0,white,2000.0,asos design,0,0.0,regular fit,0,t-shirts & vests,men,17,5,fabric,14,4,0,13
2994,13155,65.0,black,890.0,topman,0,0.0,oversized fit,0,t-shirts & vests,men,1,23,fabric,12,4,0,13
2995,13177,125.95,black,527.0,adidas originals,20,4.6,relaxed fit,1,t-shirts & vests,men,1,2,fabric,17,4,0,13
2996,13179,90.0,black,937.0,topman,0,0.0,size down for a closer fit,0,t-shirts & vests,men,1,23,fabric,20,4,0,13
2997,13180,115.0,white,820.0,topman,0,0.0,oversized fit,0,t-shirts & vests,men,17,23,fabric,12,4,0,13
2998,13192,140.0,black,664.0,asos design,0,0.0,oversized fit,0,t-shirts & vests,men,1,5,fabric,12,4,0,13
2999,13194,140.0,white,2000.0,topman,0,0.0,size down for a closer fit,0,t-shirts & vests,men,17,23,fabric,20,4,0,13
3000,13195,40.0,white,1000.0,asos design,0,0.0,muscle fit,0,t-shirts & vests,men,17,5,fabric,11,4,0,13
3001,13196,105.0,navy,341.0,adidas,0,4.8,regular fit,0,t-shirts & vests,men,11,1,fabric,14,4,0,2
3002,13199,155.0,green,1000.0,the north face,0,0.0,regular fit,0,t-shirts & vests,men,6,22,fabric,14,4,0,13
3003,13205,100.0,blue,720.0,collusion,0,0.0,oversized fit,0,t-shirts & vests,men,2,8,fabric,12,4,0,13
3004,13206,105.0,multi,2000.0,asos design,0,0.0,regular fit,0,t-shirts & vests,men,10,5,fabric,14,4,0,13
3005,13210,85.0,black,1000.0,collusion,0,0.0,relaxed fit,0,t-shirts & vests,men,1,8,fabric,17,4,0,13
3006,13221,130.0,white,942.0,topman,0,0.0,size down for a closer fit,0,t-shirts & vests,men,17,23,fabric,20,4,0,13
3007,13224,115.0,black,1000.0,topman,0,0.0,oversized fit,0,t-shirts & vests,men,1,23,fabric,12,4,0,13
3008,13235,65.0,grey,303.0,topman,0,0.0,oversized fit,0,t-shirts & vests,men,7,23,fabric,12,4,0,13
3009,13242,60.0,white,667.0,asos design,0,0.0,muscle fit,0,t-shirts & vests,men,17,5,fabric,11,4,0,13
3010,13243,85.0,grey,1000.0,collusion,0,0.0,regular fit,0,t-shirts & vests,men,7,8,fabric,14,4,0,13
3011,13248,55.0,black,598.0,new look,0,0.0,oversized fit,0,t-shirts & vests,men,1,15,fabric,12,4,0,13
3012,13252,130.0,black,2000.0,asos design,0,0.0,muscle fit,0,t-shirts & vests,men,1,5,fabric,11,4,0,13
3013,13255,35.0,navy,503.0,asos design,0,0.0,regular fit,0,t-shirts & vests,men,11,5,fabric,14,4,0,13
3014,13256,55.0,grey,189.0,collusion,0,0.0,regular fit,0,t-shirts & vests,men,7,8,fabric,14,4,0,13
3015,13273,130.0,black,810.0,asos design,0,0.0,oversized fit,0,t-shirts & vests,men,1,5,fabric,12,4,0,13
3016,13281,140.0,multi,380.0,topman,0,0.0,oversized fit,0,t-shirts & vests,men,10,23,fabric,12,4,0,13
3017,13283,70.0,black,789.0,asos design,0,0.0,oversized fit,0,t-shirts & vests,men,1,5,fabric,12,4,0,13
3018,13284,160.0,blue,2000.0,asos design,0,0.0,oversized fit,0,t-shirts & vests,men,2,5,fabric,12,4,0,13
3019,13290,85.0,black,936.0,asos 4505,0,0.0,slim fit,0,t-shirts & vests,men,1,3,fabric,23,4,0,2
3020,13293,40.0,black,326.0,asos design,0,0.0,regular fit,0,t-shirts & vests,men,1,5,fabric,14,4,0,13
3021,13296,150.0,black,601.0,adidas,0,4.9,true to size,0,t-shirts & vests,men,1,1,jersey,28,4,0,5
3022,13299,155.0,multi,105.0,asos design,0,0.0,muscle fit,0,t-shirts & vests,men,10,5,fabric,11,4,0,13
3023,13300,115.0,black,592.0,asos design,0,0.0,oversized fit,0,t-shirts & vests,men,1,5,fabric,12,4,0,13
3024,13303,155.0,multi,429.0,asos design,0,0.0,regular fit,0,t-shirts & vests,men,10,5,fabric,14,4,0,13
3025,13304,180.0,black,354.0,the north face,0,0.0,regular fit,0,t-shirts & vests,men,1,22,fabric,14,4,0,13
3026,13305,130.0,black,2000.0,asos design,0,0.0,oversized fit,0,t-shirts & vests,men,1,5,fabric,12,4,0,13
3027,13309,180.0,black,188.0,vans,0,0.0,regular fit,0,t-shirts & vests,men,1,27,fabric,14,4,0,13
3028,13313,155.0,grey,698.0,under armour,0,0.0,regular fit,0,t-shirts & vests,men,7,25,fabric,14,4,0,13
3029,13315,115.0,black,511.0,asos design,0,0.0,oversized fit,0,t-shirts & vests,men,1,5,fabric,12,4,0,13
3030,13317,85.0,white,1000.0,collusion,0,0.0,relaxed fit,0,t-shirts & vests,men,17,8,fabric,17,4,0,13
3031,13323,40.0,white,358.0,asos design,0,4.0,regular fit,0,t-shirts & vests,men,17,5,jersey,14,4,0,5
3032,13328,118.08,white,2000.0,nike,19,0.0,unisex style,1,t-shirts & vests,men,17,16,fabric,30,4,0,13
3033,13335,180.0,pink,265.0,the north face,0,0.0,regular fit,0,t-shirts & vests,men,13,22,fabric,14,4,0,13
3034,13339,80.0,black,543.0,asos 4505,0,0.0,regular fit,0,t-shirts & vests,men,1,3,fabric,14,4,0,13
3035,13342,90.0,brown,2000.0,asos design,0,0.0,oversized fit,0,t-shirts & vests,men,3,5,fabric,12,4,0,13
3036,13348,75.0,multi,860.0,asos design,0,0.0,regular fit,0,t-shirts & vests,men,10,5,fabric,14,4,0,13
3037,13355,95.0,white,369.0,asos design,0,0.0,oversized fit,0,t-shirts & vests,men,17,5,fabric,12,4,0,13
3038,13362,225.0,white,538.0,the north face,0,0.0,regular fit,0,t-shirts & vests,men,17,22,fabric,14,4,0,13
3039,13365,60.35,khaki,1000.0,asos 4505,11,0.0,muscle fit,1,t-shirts & vests,men,8,3,fabric,11,4,0,2
3040,13367,55.0,white,349.0,new look,0,4.5,oversized fit,0,t-shirts & vests,men,17,15,fabric,12,4,0,13
3041,13372,170.0,black,441.0,puma,0,5.0,regular fit,0,t-shirts & vests,men,1,19,fabric,14,4,0,2
3042,13378,115.0,stone,1000.0,asos design,0,0.0,oversized fit,0,t-shirts & vests,men,16,5,fabric,12,4,0,13
3043,13382,118.08,navy,517.0,asos design,13,0.0,oversized fit,1,t-shirts & vests,men,11,5,fabric,12,4,0,13
3044,13384,140.0,beige,366.0,weekday,0,0.0,oversized fit,0,t-shirts & vests,men,0,28,fabric,12,4,0,13
3045,13390,45.0,black,794.0,river island,0,5.0,muscle fit,0,t-shirts & vests,men,1,21,jersey,11,4,0,5
3046,13392,100.0,multi,1000.0,asos design,0,0.0,oversized fit,0,t-shirts & vests,men,10,5,fabric,12,4,0,13
3047,13393,105.0,white,262.0,adidas,0,0.0,slim fit ,0,t-shirts & vests,men,17,1,fabric,24,4,0,2
3048,13396,130.0,black,800.0,asos design,0,0.0,oversized fit,0,t-shirts & vests,men,1,5,fabric,12,4,0,2
3049,13399,86.59,white,155.0,hollister,13,0.0,regular fit,1,t-shirts & vests,men,17,10,fabric,14,4,0,13
3050,13402,180.0,multi,294.0,asos design,0,0.0,regular fit,0,t-shirts & vests,men,10,5,fabric,14,4,0,13
3051,13403,130.0,ecru,155.0,asos design,0,0.0,oversized fit,0,t-shirts & vests,men,5,5,fabric,12,4,0,13
3052,13406,80.0,green,543.0,asos design,0,0.0,oversized fit,0,t-shirts & vests,men,6,5,fabric,12,4,0,13
3053,13407,80.0,grey,411.0,asos design,0,0.0,oversized fit,0,t-shirts & vests,men,7,5,fabric,12,4,0,13
3054,13408,115.0,white,921.0,asos design,0,0.0,oversized fit,0,t-shirts & vests,men,17,5,fabric,12,4,0,13
3055,13410,225.0,black,769.0,the north face,0,0.0,regular fit,0,t-shirts & vests,men,1,22,fabric,14,4,0,13
3056,13414,40.0,grey,238.0,asos design,0,0.0,regular fit,0,t-shirts & vests,men,7,5,fabric,14,4,0,13
3057,13419,86.59,grey,242.0,topman,13,0.0,regular fit,1,t-shirts & vests,men,7,23,fabric,14,4,0,13
3058,13421,90.0,multi,1000.0,asos design,0,0.0,relaxed fit,0,t-shirts & vests,men,10,5,fabric,17,4,0,13
3059,13424,130.0,beige,210.0,asos design,0,0.0,relaxed fit,0,t-shirts & vests,men,0,5,fabric,17,4,0,13
3060,13426,95.0,black,764.0,asos design,0,0.0,oversized fit,0,t-shirts & vests,men,1,5,fabric,12,4,0,13
3061,13428,70.0,red,547.0,asos 4505,0,0.0,regular fit,0,t-shirts & vests,men,15,3,fabric,14,4,0,13
3062,13436,83.97,navy,728.0,asos 4505,19,0.0,regular fit,1,t-shirts & vests,men,11,3,fabric,14,4,0,2
3063,13446,135.0,navy,538.0,under armour,0,0.0,regular fit,0,t-shirts & vests,men,11,25,fabric,14,4,0,2
3064,13448,100.0,multi,559.0,asos design,0,0.0,muscle fit,0,t-shirts & vests,men,10,5,fabric,11,4,0,13
3065,13449,255.0,multi,60.0,vans,0,0.0,regular fit,0,t-shirts & vests,men,10,27,fabric,14,4,0,13
3066,13451,130.0,green,739.0,asos design,0,0.0,oversized fit,0,t-shirts & vests,men,6,5,fabric,12,4,0,2
3067,13454,95.0,black,831.0,asos 4505,0,0.0,muscle fit,0,t-shirts & vests,men,1,3,fabric,11,4,0,2
3068,13460,100.0,purple,230.0,vans,0,0.0,regular fit,0,t-shirts & vests,men,14,27,fabric,14,4,0,13
3069,13461,80.0,black,157.0,new look,0,0.0,regular fit,0,t-shirts & vests,men,1,15,fabric,14,4,0,13
3070,13462,100.0,white,320.0,topman,0,0.0,regular fit,0,t-shirts & vests,men,17,23,fabric,14,4,0,13
3071,13465,115.0,grey,635.0,asos design,0,0.0,oversized fit,0,t-shirts & vests,men,7,5,fabric,12,4,0,13
3072,13467,90.0,multi,490.0,asos design,0,0.0,regular fit,0,t-shirts & vests,men,10,5,fabric,14,4,0,13
3073,13470,150.0,white,293.0,nike,0,0.0,regular fit,0,t-shirts & vests,men,17,16,fabric,14,4,0,13
3074,13473,115.0,khaki,671.0,reclaimed vintage,0,0.0,regular fit,0,t-shirts & vests,men,8,20,fabric,14,4,0,13
3075,13477,130.0,black,670.0,asos design,0,0.0,oversized fit,0,t-shirts & vests,men,1,5,fabric,12,4,0,13
3076,13479,120.0,khaki,1000.0,asos 4505,0,0.0,oversized fit,0,t-shirts & vests,men,8,3,fabric,12,4,0,13
3077,13480,130.0,white,752.0,asos design,0,0.0,relaxed fit,0,t-shirts & vests,men,17,5,fabric,17,4,0,13
3078,13490,145.0,black,402.0,asos design,0,0.0,oversized fit,0,t-shirts & vests,men,1,5,fabric,12,4,0,2
3079,13504,130.0,grey,231.0,under armour,0,0.0,regular fit,0,t-shirts & vests,men,7,25,fabric,14,4,0,13
3080,13520,80.0,white,489.0,asos design,0,0.0,relaxed fit,0,t-shirts & vests,men,17,5,fabric,17,4,0,13
3081,13523,130.0,black,1000.0,asos design,0,0.0,muscle fit,0,t-shirts & vests,men,1,5,fabric,11,4,0,2
3082,13524,130.0,white,413.0,under armour,0,0.0,true to size,0,t-shirts & vests,men,17,25,jersey,28,4,0,5
3083,13525,145.0,black,268.0,asos design,0,0.0,oversized fit,0,t-shirts & vests,men,1,5,fabric,12,4,0,13
3084,13529,90.0,grey,344.0,topman,0,0.0,size down for a closer fit,0,t-shirts & vests,men,7,23,fabric,20,4,0,13
3085,13531,70.0,black,619.0,river island,0,0.0,slim fit ,0,t-shirts & vests,men,1,21,fabric,24,4,0,13
3086,13534,180.0,cream,274.0,vans,0,0.0,regular fit,0,t-shirts & vests,men,4,27,fabric,14,4,0,13
3087,13535,75.0,multi,271.0,asos design,0,0.0,regular fit,0,t-shirts & vests,men,10,5,fabric,14,4,0,13
3088,13538,130.0,multi,491.0,asos design,0,0.0,oversized fit,0,t-shirts & vests,men,10,5,fabric,12,4,0,13
3089,13540,115.0,white,692.0,asos design,0,0.0,oversized fit,0,t-shirts & vests,men,17,5,fabric,12,4,0,13
3090,13541,60.0,blue,539.0,asos 4505,0,0.0,regular fit,0,t-shirts & vests,men,2,3,fabric,14,4,0,13
3091,13546,180.0,white,145.0,the north face,0,0.0,regular fit,0,t-shirts & vests,men,17,22,fabric,14,4,0,13
3092,13548,130.0,black,1000.0,asos 4505,0,0.0,muscle fit,0,t-shirts & vests,men,1,3,fabric,11,4,0,2
3093,13562,100.0,multi,328.0,asos design,0,0.0,oversized fit,0,t-shirts & vests,men,10,5,fabric,12,4,0,13
3094,13571,100.0,black,412.0,asos 4505,0,0.0,slim fit,0,t-shirts & vests,men,1,3,fabric,23,4,0,2
3095,13575,150.0,black,491.0,nike,0,0.0,regular fit,0,t-shirts & vests,men,1,16,fabric,14,4,0,13
3096,13578,130.0,white,2000.0,asos design,0,0.0,oversized fit,0,t-shirts & vests,men,17,5,fabric,12,4,0,13
3097,13581,105.0,black,294.0,weekday,0,0.0,regular fit,0,t-shirts & vests,men,1,28,fabric,14,4,0,13
3098,13582,280.0,beige,826.0,carhartt wip,0,0.0,regular fit,0,t-shirts & vests,men,0,7,fabric,14,4,0,13
3099,13583,180.0,multi,179.0,asos design,0,0.0,regular fit,0,t-shirts & vests,men,10,5,fabric,14,4,0,13
3100,13584,45.0,navy,143.0,asos design,0,0.0,regular fit,0,t-shirts & vests,men,11,5,fabric,14,4,0,13
3101,13591,70.0,white,328.0,asos design,0,0.0,oversized fit,0,t-shirts & vests,men,17,5,fabric,12,4,0,13
3102,13592,140.0,black,809.0,asos design,0,0.0,skinny fit,0,t-shirts & vests,men,1,5,fabric,21,4,0,13
3103,13598,144.32,white,163.0,the north face,19,0.0,regular fit,1,t-shirts & vests,men,17,22,fabric,14,4,0,13
3104,13599,95.0,beige,463.0,asos 4505,0,0.0,oversized fit,0,t-shirts & vests,men,0,3,fabric,12,4,0,2
3105,13609,100.0,ecru,270.0,asos design,0,0.0,relaxed fit,0,t-shirts & vests,men,5,5,fabric,17,4,0,13
3106,13610,195.0,black,205.0,the north face,0,0.0,regular fit,0,t-shirts & vests,men,1,22,fabric,14,4,0,13
3107,13613,100.0,multi,273.0,asos design,0,0.0,muscle fit,0,t-shirts & vests,men,10,5,fabric,11,4,0,13
3108,13618,280.0,grey,1000.0,carhartt wip,0,0.0,regular fit,0,t-shirts & vests,men,7,7,fabric,14,4,0,13
3109,13624,160.0,grey,251.0,topman,0,0.0,oversized fit,0,t-shirts & vests,men,7,23,fabric,12,4,0,13
3110,13626,115.0,black,799.0,asos design,0,0.0,oversized fit,0,t-shirts & vests,men,1,5,fabric,12,4,0,13
3111,13632,140.0,black,663.0,asos design,0,0.0,oversized fit,0,t-shirts & vests,men,1,5,fabric,12,4,0,2
3112,13637,255.0,black,142.0,puma,0,0.0,relaxed fit,0,t-shirts & vests,men,1,19,fabric,17,4,0,13
3113,13640,90.0,white,964.0,collusion,0,0.0,unisex style,0,t-shirts & vests,men,17,8,fabric,30,4,0,13
3114,13646,80.0,white,251.0,asos design,0,0.0,oversized fit,0,t-shirts & vests,men,17,5,fabric,12,4,0,13
3115,13650,115.0,grey,1000.0,collusion,0,0.0,relaxed fit,0,t-shirts & vests,men,7,8,fabric,17,4,0,13
3116,13654,105.0,navy,192.0,weekday,0,0.0,relaxed fit,0,t-shirts & vests,men,11,28,fabric,17,4,0,13
3117,13656,200.0,brown,532.0,nike,0,0.0,oversized fit,0,t-shirts & vests,men,3,16,fabric,12,4,0,13
3118,13667,170.0,cream,416.0,the north face,0,0.0,regular fit,0,t-shirts & vests,men,4,22,fabric,14,4,0,13
3119,13674,89.22,black,459.0,adidas,14,0.0,slim fit ,1,t-shirts & vests,men,1,1,fabric,24,4,0,2
3120,13685,120.0,red,138.0,asos design,0,0.0,oversized fit,0,t-shirts & vests,men,15,5,fabric,12,4,0,13
3121,13688,100.0,white,106.0,hollister,0,0.0,relaxed fit,0,t-shirts & vests,men,17,10,fabric,17,4,0,13
3122,13690,225.0,white,937.0,carhartt wip,0,0.0,relaxed fit,0,t-shirts & vests,men,17,7,fabric,17,4,0,13
3123,13693,165.0,brown,167.0,carhartt wip,0,0.0,regular fit,0,t-shirts & vests,men,3,7,fabric,14,4,0,13
3124,13694,144.32,navy,183.0,the north face,19,0.0,regular fit,1,t-shirts & vests,men,11,22,fabric,14,4,0,13
3125,13708,115.0,black,619.0,topman,0,0.0,oversized fit,0,t-shirts & vests,men,1,23,fabric,12,4,0,13
3126,13709,150.0,brown,905.0,under armour,0,0.0,muscle fit,0,t-shirts & vests,men,3,25,fabric,11,4,0,2
3127,13710,80.0,khaki,731.0,asos 4505,0,0.0,regular fit,0,t-shirts & vests,men,8,3,fabric,14,4,0,13
3128,13714,180.0,multi,503.0,asos design,0,0.0,regular fit,0,t-shirts & vests,men,10,5,fabric,14,4,0,13
3129,13716,75.0,multi,376.0,asos design,0,0.0,regular fit,0,t-shirts & vests,men,10,5,fabric,14,4,0,13
3130,13717,140.0,blue,1000.0,asos design,0,0.0,oversized fit,0,t-shirts & vests,men,2,5,fabric,12,4,0,13
3131,13718,180.0,black,332.0,the north face,0,0.0,true to size,0,t-shirts & vests,men,1,22,jersey,28,4,0,5
3132,13719,225.0,black,307.0,carhartt wip,0,0.0,regular fit,0,t-shirts & vests,men,1,7,fabric,14,4,0,13
3133,13724,175.0,navy,159.0,the north face,0,0.0,regular fit,0,t-shirts & vests,men,11,22,fabric,14,4,0,13
3134,13726,130.0,black,453.0,asos design,0,0.0,relaxed fit,0,t-shirts & vests,men,1,5,fabric,17,4,0,13
3135,13728,170.0,blue,131.0,the north face,0,0.0,regular fit,0,t-shirts & vests,men,2,22,fabric,14,4,0,13
3136,13736,100.0,pink,67.0,hollister,0,0.0,oversized fit,0,t-shirts & vests,men,13,10,fabric,12,4,0,13
3137,13743,40.0,purple,367.0,collusion,0,0.0,regular fit,0,t-shirts & vests,men,14,8,fabric,14,4,0,13
3138,13744,95.0,navy,608.0,asos 4505,0,0.0,regular fit,0,t-shirts & vests,men,11,3,fabric,14,4,0,13
3139,13746,70.0,beige,313.0,weekday,0,0.0,oversized fit,0,t-shirts & vests,men,0,28,fabric,12,4,0,13
3140,13754,75.0,black,287.0,asos design,0,0.0,muscle fit,0,t-shirts & vests,men,1,5,fabric,11,4,0,13
3141,13755,90.0,white,191.0,asos design,0,0.0,regular fit,0,t-shirts & vests,men,17,5,fabric,14,4,0,13
3142,13757,115.46,black,1000.0,asos design,18,0.0,regular fit,1,t-shirts & vests,men,1,5,fabric,14,4,0,13
3143,13758,160.07,black,205.0,adidas,29,4.6,regular fit,1,t-shirts & vests,men,1,1,fabric,14,4,0,13
3144,13759,115.0,black,682.0,asos design,0,0.0,regular fit,0,t-shirts & vests,men,1,5,fabric,14,4,0,2
3145,13762,180.0,black,575.0,the north face,0,0.0,regular fit,0,t-shirts & vests,men,1,22,fabric,14,4,0,13
3146,13763,130.0,black,715.0,asos design,0,0.0,oversized fit,0,t-shirts & vests,men,1,5,fabric,12,4,0,2
3147,13764,90.0,grey,155.0,topman,0,0.0,size down for a closer fit,0,t-shirts & vests,men,7,23,fabric,20,4,0,13
3148,13767,118.08,purple,305.0,asos design,19,0.0,oversized fit,1,t-shirts & vests,men,14,5,fabric,12,4,0,13
3149,13772,120.0,blue,105.0,hollister,0,0.0,regular fit,0,t-shirts & vests,men,2,10,fabric,14,4,0,13
3150,13773,130.0,black,580.0,asos design,0,0.0,oversized fit,0,t-shirts & vests,men,1,5,fabric,12,4,0,13
3151,13775,130.0,white,461.0,asos design,0,0.0,oversized fit,0,t-shirts & vests,men,17,5,fabric,12,4,0,13
3152,13784,100.0,white,274.0,asos design,0,0.0,muscle fit,0,t-shirts & vests,men,17,5,fabric,11,4,0,13
3153,13785,70.0,khaki,429.0,asos 4505,0,0.0,regular fit,0,t-shirts & vests,men,8,3,fabric,14,4,0,2
3154,13792,80.0,black,128.0,asos design,0,0.0,regular fit,0,t-shirts & vests,men,1,5,fabric,14,4,0,13
3155,13796,135.0,green,501.0,topman,0,0.0,oversized fit,0,t-shirts & vests,men,6,23,fabric,12,4,0,2
3156,13799,170.0,blue,105.0,the north face,0,0.0,regular fit,0,t-shirts & vests,men,2,22,fabric,14,4,0,13
3157,13801,130.0,grey,2000.0,asos design,0,0.0,muscle fit,0,t-shirts & vests,men,7,5,fabric,11,4,0,13
3158,13802,180.0,navy,168.0,the north face,0,0.0,regular fit,0,t-shirts & vests,men,11,22,fabric,14,4,0,13
3159,13805,170.0,grey,296.0,vans,0,0.0,regular fit,0,t-shirts & vests,men,7,27,fabric,14,4,0,13
3160,13806,118.08,black,287.0,asos design,13,0.0,relaxed fit,1,t-shirts & vests,men,1,5,fabric,17,4,0,13
3161,13808,170.0,black,865.0,vans,0,0.0,regular fit,0,t-shirts & vests,men,1,27,fabric,14,4,0,13
3162,13810,118.08,white,426.0,vans,29,0.0,regular fit,1,t-shirts & vests,men,17,27,fabric,14,4,0,13
3163,13811,94.47,black,672.0,asos design,14,0.0,muscle fit,1,t-shirts & vests,men,1,5,fabric,11,4,0,13
3164,13818,120.0,black,641.0,asos design,0,0.0,muscle fit,0,t-shirts & vests,men,1,5,fabric,11,4,0,13
3165,13821,310.0,multi,125.0,hollister,0,0.0,regular fit,0,t-shirts & vests,men,10,10,fabric,14,4,0,13
3166,13824,45.0,mid blue,171.0,new look,0,0.0,regular fit,0,t-shirts & vests,men,9,15,fabric,14,4,0,13
3167,13827,60.35,multi,75.0,asos design,17,0.0,muscle fit,1,t-shirts & vests,men,10,5,fabric,11,4,0,13
3168,13830,120.0,black,468.0,asos design,0,0.0,relaxed fit,0,t-shirts & vests,men,1,5,fabric,17,4,0,13
3169,13832,125.95,green,495.0,under armour,14,0.0,slim fit,1,t-shirts & vests,men,6,25,fabric,23,4,0,13
3170,13833,115.0,black,434.0,topman,0,0.0,regular fit,0,t-shirts & vests,men,1,23,fabric,14,4,0,13
3171,13835,120.0,black,784.0,asos design,0,0.0,muscle fit,0,t-shirts & vests,men,1,5,fabric,11,4,0,13
3172,13837,180.0,black,152.0,the north face,0,0.0,regular fit,0,t-shirts & vests,men,1,22,fabric,14,4,0,13
3173,13838,115.0,black,303.0,river island,0,0.0,regular fit,0,t-shirts & vests,men,1,21,fabric,14,4,0,13
3174,13839,100.0,white,370.0,hollister,0,0.0,regular fit,0,t-shirts & vests,men,17,10,fabric,14,4,0,13
3175,13841,150.0,green,256.0,asos design,0,0.0,oversized fit,0,t-shirts & vests,men,6,5,fabric,12,4,0,13
3176,13844,150.0,black,291.0,asos design,0,0.0,oversized fit,0,t-shirts & vests,men,1,5,fabric,12,4,0,13
3177,13856,40.0,white,801.0,asos design,0,2.3,regular fit,0,t-shirts & vests,men,17,5,fabric,14,4,0,13
3178,13858,60.0,white,571.0,asos design,0,4.2,regular fit,0,t-shirts & vests,men,17,5,fabric,14,4,0,13
